year,week,month,dengue_cases,outbreak_level,temp_max_c,temp_min_c,temp_mean_c,feelslikemax,feelslikemin,feelslike,dew,humidity_pct,rainfall_mm,precipprob,precipcover,wind_speed_kmh,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,stations,outbreak_level_encoded
2024,1,1,209,Low,31.8774,24.4419,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,77.5484,69.88499999999999,44.65753424657535,4.360931506849314,5.0,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,2,1,463,Medium,31.8774,24.4419,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,77.5484,69.88499999999999,44.65753424657535,4.360931506849314,5.0,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,2
2024,3,1,353,Medium,31.8774,24.4419,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,77.5484,69.88499999999999,44.65753424657535,4.360931506849314,5.0,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,2
2024,4,1,354,Medium,31.8774,24.4419,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,77.5484,69.88499999999999,44.65753424657535,4.360931506849314,5.0,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,2
2024,5,1,314,Medium,31.8774,24.4419,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,77.5484,69.88499999999999,44.65753424657535,4.360931506849314,5.0,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,2
2024,6,2,251,Low,33.4828,25.2931,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,74.22415000000001,7.4,44.65753424657535,4.360931506849314,4.95,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,7,2,232,Low,33.4828,25.2931,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,74.22415000000001,7.4,44.65753424657535,4.360931506849314,4.95,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,8,2,237,Low,33.4828,25.2931,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,74.22415000000001,7.4,44.65753424657535,4.360931506849314,4.95,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,9,2,153,Low,33.4828,25.2931,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,74.22415000000001,7.4,44.65753424657535,4.360931506849314,4.95,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,10,3,169,Low,33.1677,26.2548,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,75.6613,63.6,44.65753424657535,4.360931506849314,3.35,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,11,3,146,Low,33.1677,26.2548,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,75.6613,63.6,44.65753424657535,4.360931506849314,3.35,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,12,3,130,Low,33.1677,26.2548,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,75.6613,63.6,44.65753424657535,4.360931506849314,3.35,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,13,3,103,Low,33.1677,26.2548,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,75.6613,63.6,44.65753424657535,4.360931506849314,3.35,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,14,4,81,Low,33.36,26.4,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,80.9667,69.88499999999999,44.65753424657535,4.360931506849314,1.75,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,15,4,68,Low,33.36,26.4,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,80.9667,69.88499999999999,44.65753424657535,4.360931506849314,1.75,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,16,4,82,Low,33.36,26.4,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,80.9667,69.88499999999999,44.65753424657535,4.360931506849314,1.75,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,17,4,89,Low,33.36,26.4,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,80.9667,69.88499999999999,44.65753424657535,4.360931506849314,1.75,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
2024,18,4,67,Low,33.36,26.4,28.70986301369863,39.75780821917809,25.31780821917808,32.30630136986301,22.97123287671233,80.9667,69.88499999999999,44.65753424657535,4.360931506849314,1.75,175.5953424657534,1007.911780821918,50.74794520547945,3.78986301369863,208.0978082191781,17.97369863013699,7.232876712328767,2.558904109589041,1.197260273972603,1
